id,title,budget,revenue,release_date,vote_average,vote_count,popularity,original_language,genres
695721,Голодные игры: Баллада о змеях и певчих птицах,100000000,337371917,2023-11-15,6.976,3543,9.5361,en,"фантастика, боевик"
165,Назад в будущее 2,40000000,332000000,1989-11-22,7.783,14017,9.5313,en,"приключения, комедия, фантастика"
13183,Хранители,130000000,185258983,2009-03-04,7.356,10065,9.5299,en,"детектив, боевик, фантастика"
339846,Спасатели Малибу,69000000,177900000,2017-05-25,6.082,8529,9.5273,en,"комедия, боевик, криминал"
18823,Битва титанов,125000000,493214993,2010-03-26,5.925,6724,9.5244,en,"приключения, фэнтези, боевик"
393,Убить Билла 2,30000000,152159461,2004-04-16,7.879,15157,9.5239,en,"боевик, криминал, триллер"
6145,Перелом,10000000,91354215,2007-04-19,7.263,4364,9.5229,en,триллер
184315,Геракл,100000000,244819862,2014-07-23,5.802,4373,9.5181,en,"боевик, приключения"
1824,50 первых поцелуев,75000000,196482882,2004-02-13,6.875,7772,9.5166,en,"комедия, мелодрама"
19913,500 дней лета,7500000,60781545,2009-07-17,7.303,11097,9.5122,en,"комедия, драма, мелодрама"
1160018,Схватка,4800000,5600000,2024-07-03,7.126,504,9.5064,hi,"боевик, криминал, триллер, драма"
1372,Кровавый алмаз,100000000,171720398,2006-12-08,7.561,8373,9.5038,en,"драма, триллер, боевик"
294254,Бегущий в лабиринте: Испытание огнём,61000000,312296056,2015-09-09,6.73,11090,9.494,en,"фантастика, боевик, триллер, приключения"
605,Матрица: Революция,150000000,424988211,2003-11-05,6.755,10894,9.4904,en,"приключения, боевик, триллер, фантастика"
19994,Тело Дженнифер,16000000,31556061,2009-09-18,5.994,4284,9.4878,en,"ужасы, комедия"
9693,Дитя человеческое,76000000,70595464,2006-09-22,7.613,7906,9.4807,en,"фантастика, триллер, боевик"
149,Акира,5700000,49000000,1988-06-10,7.938,4825,9.4766,ja,"мультфильм, фантастика, боевик"
1370,Рэмбо 3,63000000,189015611,1988-05-24,6.202,3510,9.4763,en,"боевик, приключения, триллер, военный"
404368,Ральф против Интернета,175000000,529323962,2018-11-20,7.159,8145,9.4757,en,"боевик, приключения, мультфильм, комедия, семейный, фантастика"
397243,Демон внутри,4000000,6170043,2016-12-21,6.837,4766,9.4747,en,"ужасы, детектив"
423108,Заклятие 3: По воле дьявола,39000000,206444123,2021-05-25,7.348,6582,9.4562,en,"ужасы, детектив, триллер"
10764,Квант милосердия,200000000,589593688,2008-10-29,6.336,8596,9.4513,en,"приключения, боевик, триллер"
9902,Поворот не туда,12600000,28650575,2003-05-30,6.403,3032,9.4485,en,"ужасы, триллер"
1092936,Долина улыбок,4025000,377925,2025-09-17,6.918,146,9.4309,it,"ужасы, триллер, драма"
2502,Превосходство Борна,75000000,288500217,2004-07-23,7.332,8209,9.4277,en,"боевик, драма, триллер"
608,Люди в чёрном 2,140000000,445135288,2002-07-03,6.388,10709,9.4266,en,"боевик, комедия, фантастика"
634429,Новый Ультрамен,5500000,34441594,2022-05-13,7.486,250,9.4178,ja,"боевик, фантастика"
5876,Мгла,18000000,57470220,2007-11-21,6.947,5900,9.4147,en,"ужасы, фантастика, триллер"
11247,История Золушки,19000000,70067909,2004-07-16,6.6,3400,9.4009,en,"комедия, семейный, мелодрама"
363088,Человек-муравей и Оса,140000000,622674139,2018-07-04,6.9,14253,9.3985,en,"боевик, приключения, фантастика"
670292,Создатель,80000000,104272136,2023-09-27,7.038,3976,9.3958,en,"фантастика, боевик, приключения"
747,Зомби по имени Шон,6000000,39396175,2004-04-09,7.546,9407,9.3856,en,"ужасы, комедия"
9567,Слёзы солнца,75000000,86500000,2003-03-07,6.896,2636,9.3826,en,"военный, боевик, драма"
664,Смерч,92000000,494471524,1996-05-10,6.566,3880,9.3711,en,"боевик, приключения, драма"
49519,Семейка Крудс,135000000,587204668,2013-03-15,6.942,7576,9.3684,en,"мультфильм, приключения, семейный, комедия"
11631,Мамма MIA!,52000000,609841637,2008-07-03,7.0,7038,9.3651,en,"комедия, мелодрама"
420634,Ужасающий,35000,421798,2018-01-25,6.32,2995,9.3619,en,ужасы
9479,Кошмар перед Рождеством,18000000,75634409,1993-10-09,7.834,10399,9.3586,en,"фэнтези, мультфильм, семейный"
4256,Очень страшное кино 3,45000000,220673217,2003-10-24,5.976,4541,9.347,en,комедия
36648,Блэйд 3: Троица,65000000,128905366,2004-12-08,5.867,4344,9.3458,en,"боевик, ужасы, фантастика"
1707192,Les culottées,50,1,2026-06-02,10.0,1,9.3267,fr,"история, комедия, музыка"
13475,Звёздный путь,150000000,386839614,2009-05-06,7.434,10547,9.3234,en,"фантастика, боевик, приключения"
1717548,Division Zero,1000,5000,2026-05-30,10.0,1,9.3206,en,ужасы
25793,Сокровище,10000000,47536959,2009-11-06,7.318,1786,9.3206,en,драма
75780,Джек Ричер,60000000,218300000,2012-12-20,6.67,7687,9.3199,en,"криминал, драма, триллер, боевик"
117263,Падение Олимпа,70000000,170270201,2013-03-20,6.416,7099,9.3148,en,"боевик, триллер"
10315,Бесподобный мистер Фокс,40000000,46471023,2009-10-14,7.8,6160,9.3062,en,"приключения, мультфильм, комедия, семейный"
188927,Стартрек: Бесконечность,185000000,343471816,2016-07-07,6.792,7142,8.7848,en,"боевик, приключения, фантастика"
453,Игры разума,58000000,316791257,2001-12-14,7.855,11145,9.5835,en,"драма, мелодрама"
1995,Лара Крофт: Расхитительница гробниц,115000000,274703340,2001-06-15,5.915,6553,7.4263,en,"приключения, боевик, фэнтези"
524434,Вечные,200000000,402064899,2021-11-03,6.769,9209,10.0055,en,"фантастика, боевик, приключения"
43074,Охотники за привидениями,144000000,229147509,2016-07-14,5.3,6808,7.9223,en,"боевик, фэнтези, комедия"
228161,Дом,135000000,368871007,2015-03-18,6.789,4251,9.0489,en,"фэнтези, комедия, мультфильм, фантастика, семейный"
1771,Первый мститель,140000000,370569774,2011-07-22,7.009,22831,9.9401,en,"боевик, приключения, фантастика"
11970,Геркулес,85000000,252712101,1997-06-13,7.5,7974,9.6489,en,"мультфильм, семейный, фэнтези, приключения, комедия, мелодрама"
10999,Коммандос,10000000,57500000,1985-10-03,6.705,3162,8.5498,en,"боевик, приключения, триллер"
44214,Чёрный лебедь,13000000,329398046,2010-12-03,7.685,15632,9.5375,en,"драма, триллер, ужасы"
845781,Миссия: Красный,250000000,185700759,2024-10-31,6.981,3067,9.0409,en,"боевик, комедия, фэнтези"
1824,50 первых поцелуев,75000000,196482882,2004-02-13,6.875,7772,9.5166,en,"комедия, мелодрама"
87421,Риддик,38000000,98337295,2013-09-02,6.345,4439,9.1576,en,"фантастика, боевик, триллер"
718821,Смерч 2,155000000,372262265,2024-07-10,6.776,3039,8.7764,en,"боевик, триллер"
496450,Леди Баг и Супер-Кот: Пробуждение силы,86000000,40208268,2023-07-05,7.6,964,9.5829,fr,"мультфильм, фэнтези, боевик, мелодрама, семейный"
7551,Дежавю,75000000,180557550,2006-11-22,6.89,5328,8.2945,en,"боевик, триллер, фантастика"
404368,Ральф против Интернета,175000000,529323962,2018-11-20,7.159,8145,9.4757,en,"боевик, приключения, мультфильм, комедия, семейный, фантастика"
147773,"Дорога, дорога домой",4600000,23198652,2013-06-06,7.14,1951,9.0476,en,"комедия, драма"
393,Убить Билла 2,30000000,152159461,2004-04-16,7.879,15157,9.5239,en,"боевик, криминал, триллер"
1008042,"Два, три, демон, приди!",4500000,91959188,2023-07-26,7.14,3792,9.1952,en,ужасы
9016,Планета сокровищ,140000000,109578115,2002-11-26,7.575,4654,8.9007,en,"фантастика, приключения, мультфильм, семейный, фэнтези"
580489,Веном 2,110000000,506863592,2021-09-30,6.742,11223,9.5604,en,"фантастика, боевик, приключения"
39538,Заражение,60000000,137551594,2011-09-08,6.649,6582,8.765,en,"драма, триллер, фантастика"
333371,"Кловерфилд, 10",15000000,110216998,2016-03-10,7.004,8736,7.8696,en,"триллер, фантастика, драма, ужасы"
101299,Голодные игры: И вспыхнет пламя,130000000,865011746,2013-11-15,7.427,18516,9.7793,en,"приключения, боевик, фантастика"
4327,Ангелы Чарли,92000000,264105545,2000-11-02,5.854,4536,9.8464,en,"боевик, комедия, приключения"
397243,Демон внутри,4000000,6170043,2016-12-21,6.837,4766,9.4747,en,"ужасы, детектив"
867,Щепка,40000000,116300000,1993-05-21,5.574,814,10.7939,en,"драма, триллер"
424783,Бамблби,135000000,467989645,2018-11-22,6.719,6673,8.9616,en,"боевик, приключения, фантастика"
6637,Сокровище нации 2: Книга тайн,130000000,459200000,2007-12-19,6.4,5583,7.5266,en,"боевик, приключения, детектив"
2756,Бездна,43000000,90000098,1989-08-09,7.355,3469,8.7115,en,"приключения, триллер, фантастика"
10882,Спящая красавица,6000000,51600000,1959-02-17,6.946,5499,9.1142,en,"фэнтези, мультфильм, мелодрама, семейный"
137,День сурка,14600000,71108778,1993-02-11,7.633,8955,9.114,en,"мелодрама, фэнтези, комедия"
980489,Гран Туризмо,60000000,121700000,2023-08-09,7.703,3456,9.1125,en,"приключения, драма, боевик"
785084,Кит,3000000,57615635,2022-12-09,7.767,4733,9.1018,en,драма
1100782,Улыбка 2,28000000,138128854,2024-10-16,6.59,2207,9.0933,en,"ужасы, музыка, детектив, триллер"
10515,Небесный замок Лапута,3000000,5228752,1986-08-02,7.969,4715,9.0889,ja,"приключения, фэнтези, мультфильм, боевик, семейный"
75612,Обливион,120000000,286168572,2013-04-10,6.684,11583,9.0874,en,"боевик, фантастика, приключения, детектив"
665,Бен-Гур,15000000,164000000,1959-11-18,7.888,3168,9.0764,en,"история, драма, приключения"
299054,Неудержимые 4,100000000,37917985,2023-09-15,6.057,1918,9.0756,en,"боевик, приключения, триллер"
1182861,Ромерия,3735296,2081503,2025-09-05,6.5,69,9.0709,es,драма
228161,Дом,135000000,368871007,2015-03-18,6.789,4251,9.0489,en,"фэнтези, комедия, мультфильм, фантастика, семейный"
147773,"Дорога, дорога домой",4600000,23198652,2013-06-06,7.14,1951,9.0476,en,"комедия, драма"
845781,Миссия: Красный,250000000,185700759,2024-10-31,6.981,3067,9.0409,en,"боевик, комедия, фэнтези"
1576870,Eco-Killer,10,15,2025-10-03,0.0,0,9.0378,pt,
298,Тринадцать друзей Оушена,85000000,311312624,2007-06-05,6.725,6937,9.0265,en,"криминал, триллер"
8467,Тупой и ещё тупее,16000000,247275374,1994-12-16,6.7,6766,8.5179,en,комедия
281338,Планета обезьян: Война,150000000,490719763,2017-07-11,7.22,9771,9.243,en,"драма, фантастика, военный"
631842,Стук в хижине,20000000,54700000,2023-02-01,6.245,3118,7.3601,en,"ужасы, детектив, триллер"
273248,Омерзительная восьмёрка,44000000,155760117,2015-12-25,7.757,15353,9.2759,en,"драма, детектив, вестерн"
257785,Тюльпанная лихорадка,25000000,9204549,2017-07-13,6.5,741,8.7764,en,"драма, мелодрама"
787699,Вонка,125000000,634502312,2023-12-06,7.038,4428,8.9485,en,"комедия, семейный, фэнтези"
10315,Бесподобный мистер Фокс,40000000,46471023,2009-10-14,7.8,6160,9.3062,en,"приключения, мультфильм, комедия, семейный"
657,007: Из России с любовью,2000000,78900000,1963-10-10,7.06,3395,8.5248,en,"боевик, триллер, приключения"
11970,Геркулес,85000000,252712101,1997-06-13,7.5,7974,9.6489,en,"мультфильм, семейный, фэнтези, приключения, комедия, мелодрама"
6075,Путь Карлито,30000000,63848322,1993-11-10,7.827,3501,8.2618,en,"криминал, драма, триллер"
19994,Тело Дженнифер,16000000,31556061,2009-09-18,5.994,4284,9.4878,en,"ужасы, комедия"
415842,Наёмник,33000000,67200000,2017-07-14,6.4,3279,8.2411,en,"боевик, приключения, триллер"
1100782,Улыбка 2,28000000,138128854,2024-10-16,6.59,2207,9.0933,en,"ужасы, музыка, детектив, триллер"
799583,Министерство неджентльменских дел,60000000,29768915,2024-04-18,7.0,1930,8.8096,en,"боевик, комедия, военный"
137,День сурка,14600000,71108778,1993-02-11,7.633,8955,9.114,en,"мелодрама, фэнтези, комедия"
605,Матрица: Революция,150000000,424988211,2003-11-05,6.755,10894,9.4904,en,"приключения, боевик, триллер, фантастика"
65,8 миля,41000000,242875078,2002-11-08,7.1,7863,8.0278,en,"драма, музыка"
2486,Эрагон,100000000,250425512,2006-12-14,5.136,3470,7.613,en,"фэнтези, боевик, приключения, семейный"
1182861,Ромерия,3735296,2081503,2025-09-05,6.5,69,9.0709,es,драма
2059,Сокровище нации,100000000,347500000,2004-11-19,6.7,6914,9.2434,en,"приключения, боевик, детектив"
1087891,Новичок,60000000,96000836,2025-04-09,6.931,1643,8.481,en,"триллер, боевик"
428078,Хроники хищных городов,100000000,83869818,2018-11-27,6.234,5196,7.5413,en,"приключения, фантастика"
312221,Крид: Наследие Рокки,37000000,173600000,2015-11-25,7.408,8003,8.4311,en,драма
1160018,Схватка,4800000,5600000,2024-07-03,7.126,504,9.5064,hi,"боевик, криминал, триллер, драма"
9479,Кошмар перед Рождеством,18000000,75634409,1993-10-09,7.834,10399,9.3586,en,"фэнтези, мультфильм, семейный"
1287141,Седло,1000000,6644994,2025-11-28,6.4,260,8.6689,en,"мелодрама, драма, комедия"
278924,Механик: Воскрешение,40000000,125729635,2016-08-25,6.064,3686,7.8784,en,"боевик, криминал, триллер, приключения"
43347,Любовь и другие лекарства,30000000,102800000,2010-11-22,7.0,5635,8.8861,en,"драма, комедия, мелодрама"
634429,Новый Ультрамен,5500000,34441594,2022-05-13,7.486,250,9.4178,ja,"боевик, фантастика"
927,Гремлины,11000000,153083102,1984-06-08,7.143,7018,8.8525,en,"фэнтези, ужасы, комедия"
7191,Монстро,25000000,170764026,2008-01-15,6.718,7878,8.8506,en,"боевик, триллер, фантастика"
819,Спящие,44000000,165600000,1996-10-18,7.597,3927,8.8476,en,"криминал, драма, триллер"
4108,Перевозчик,21000000,43900000,2002-10-02,6.729,5857,8.8431,en,"боевик, криминал, триллер"
88,Грязные танцы,6000000,214577242,1987-08-21,7.3,6540,8.839,en,"драма, музыка, мелодрама"
1462229,飞驰人生3,80000000,656459523,2026-02-17,7.154,39,8.8311,zh,"драма, комедия"
9482,Судья Дредд,90000000,113493481,1995-06-30,5.9,2757,8.8219,en,"фантастика, боевик"
1232546,Дожить до рассвета,15000000,54105064,2025-04-23,6.276,1468,8.82,en,"ужасы, детектив"
2057,Соблазн,42000000,35402320,2001-05-08,6.144,911,8.812,en,"триллер, драма, детектив, мелодрама, история"
799583,Министерство неджентльменских дел,60000000,29768915,2024-04-18,7.0,1930,8.8096,en,"боевик, комедия, военный"
215,Пила 2,4000000,152925093,2005-10-28,6.609,5920,8.8068,en,ужасы
360920,Гринч,75000000,552976825,2018-11-08,6.867,4457,8.7905,en,"мультфильм, комедия, семейный, фэнтези"
884605,Без обид,45000000,83000000,2023-06-15,6.679,3896,8.7893,en,"комедия, мелодрама"
118340,Стражи Галактики,170000000,772776600,2014-07-30,7.906,29849,8.7881,en,"боевик, фантастика, приключения"
188927,Стартрек: Бесконечность,185000000,343471816,2016-07-07,6.792,7142,8.7848,en,"боевик, приключения, фантастика"
754,Без лица,80000000,245700000,1997-06-27,7.058,5946,8.7775,en,"боевик, криминал, фантастика"
718821,Смерч 2,155000000,372262265,2024-07-10,6.776,3039,8.7764,en,"боевик, триллер"
257785,Тюльпанная лихорадка,25000000,9204549,2017-07-13,6.5,741,8.7764,en,"драма, мелодрама"
13475,Звёздный путь,150000000,386839614,2009-05-06,7.434,10547,9.3234,en,"фантастика, боевик, приключения"
402900,Восемь подруг Оушена,70000000,297718711,2018-06-07,6.955,8833,9.5601,en,"криминал, комедия, боевик"
665,Бен-Гур,15000000,164000000,1959-11-18,7.888,3168,9.0764,en,"история, драма, приключения"
1151031,Верни её из мёртвых,15000000,39410222,2025-05-19,7.348,1752,8.9171,en,ужасы
5876,Мгла,18000000,57470220,2007-11-21,6.947,5900,9.4147,en,"ужасы, фантастика, триллер"
12429,Рыбка Поньо на утёсе,34000000,202404009,2008-07-19,7.757,4859,8.9373,ja,"мультфильм, фэнтези, семейный"
1138194,Еретик,10000000,51913394,2024-10-31,6.975,2697,8.3676,en,"триллер, ужасы"
46738,Пожары,6800000,6788659,2010-09-17,8.1,3328,8.6906,fr,"драма, военный, детектив"
13811,Знамение,50000000,155446362,2009-03-19,6.266,5866,7.4776,en,"фантастика, триллер"
8914,Глубокое синее море,60000000,164648231,1999-07-28,5.998,2677,7.4289,en,"боевик, ужасы, фантастика"
924,Рассвет мертвецов,26000000,102278712,2004-03-19,7.1,4548,8.0426,en,"ужасы, фантастика"
84892,Хорошо быть тихоней,13000000,33384127,2012-09-20,7.8,11262,8.1342,en,драма
10376,Легенда о пианисте,9000000,21057208,1998-10-28,8.243,2457,9.7601,it,"драма, музыка"
25793,Сокровище,10000000,47536959,2009-11-06,7.318,1786,9.3206,en,драма
1232546,Дожить до рассвета,15000000,54105064,2025-04-23,6.276,1468,8.82,en,"ужасы, детектив"
2057,Соблазн,42000000,35402320,2001-05-08,6.144,911,8.812,en,"триллер, драма, детектив, мелодрама, история"
9532,Пункт назначения,23000000,112880294,2000-03-17,6.638,6741,8.0226,en,ужасы
44943,Инопланетное вторжение: Битва за Лос-Анджелес,70000000,211800000,2011-03-08,5.82,3752,7.1111,en,"фантастика, боевик"
22832,Ниндзя-убийца,40000000,61601280,2009-09-29,6.72,1806,8.9239,en,"боевик, приключения, триллер"
9902,Поворот не туда,12600000,28650575,2003-05-30,6.403,3032,9.4485,en,"ужасы, триллер"
620,Охотники за привидениями,30000000,296640120,1984-06-08,7.498,9800,8.5909,en,"комедия, фэнтези"
316029,Величайший шоумен,84000000,459066134,2017-12-20,7.858,10096,8.3393,en,драма
294254,Бегущий в лабиринте: Испытание огнём,61000000,312296056,2015-09-09,6.73,11090,9.494,en,"фантастика, боевик, триллер, приключения"
11631,Мамма MIA!,52000000,609841637,2008-07-03,7.0,7038,9.3651,en,"комедия, мелодрама"
9737,Плохие парни,19000000,141407024,1995-04-07,6.831,6998,8.6782,en,"боевик, комедия, криминал, триллер"
480530,Крид 2,50000000,214200000,2018-11-21,7.035,5827,8.6733,en,"драма, боевик"
9837,Принц Египта,70000000,218613188,1998-12-16,7.313,4333,8.6728,en,"приключения, мультфильм, драма, семейный"
1287141,Седло,1000000,6644994,2025-11-28,6.4,260,8.6689,en,"мелодрама, драма, комедия"
871,Планета обезьян,5800000,32589624,1968-02-07,7.656,3993,8.6602,en,"фантастика, приключения, драма, боевик"
53182,300 спартанцев: Расцвет империи,110000000,337580051,2014-03-05,6.121,6988,8.6584,en,"боевик, драма, военный"
446354,Секретное досье,50000000,179769467,2017-12-22,7.006,4938,8.6449,en,"драма, история"
954,Миссия невыполнима,80000000,457696391,1996-05-22,7.024,10040,8.6437,en,"приключения, боевик, триллер"
1011477,Каратэ-пацан: Легенды,45000000,117105466,2025-05-08,7.0,1230,8.6399,en,"боевик, приключения, драма"
917496,Битлджус Битлджус,99000000,452000435,2024-09-04,6.9,3164,8.6323,en,"комедия, фэнтези, ужасы"
9637,Скуби-Ду,84000000,275650703,2002-06-14,6.107,4809,8.6239,en,"детектив, приключения, комедия"
184345,Дом с паранормальными явлениями 2,4000000,25343661,2014-04-17,6.196,1605,8.62,en,"комедия, ужасы"
315837,Призрак в доспехах,110000000,169801921,2017-03-29,6.1,8606,8.6038,en,"фантастика, драма, боевик"
131634,Голодные игры: Сойка-пересмешница. Часть 2,160000000,653428261,2015-11-18,6.901,13400,8.5994,en,"боевик, приключения, фантастика"
620,Охотники за привидениями,30000000,296640120,1984-06-08,7.498,9800,8.5909,en,"комедия, фэнтези"
1933,Другие,17000000,210002906,2001-08-02,7.618,7239,8.5879,en,"ужасы, детектив, триллер"
675445,Щенячий патруль в кино,26000000,144327371,2021-08-09,7.334,1275,8.5828,en,"боевик, приключения, мультфильм, комедия, семейный"
8689,Ад каннибалов,100000,2000000,1980-02-07,6.255,1882,8.5808,it,ужасы
83542,Облачный атлас,102000000,130482868,2012-10-26,6.896,7554,8.4612,en,"драма, фантастика"
785084,Кит,3000000,57615635,2022-12-09,7.767,4733,9.1018,en,драма
594767,Шазам! Ярость Богов,110000000,134221819,2023-03-15,6.416,3673,7.4762,en,"комедия, боевик, фэнтези"
593643,Меню,35000000,79628200,2022-11-17,7.178,6326,8.5373,en,"комедия, ужасы"
1455079,"Ты, я и лето в Тоскане",18000000,21739390,2026-04-09,7.473,91,7.9957,en,"мелодрама, комедия"
8960,Хэнкок,150000000,629400000,2008-07-01,6.357,10313,8.3793,en,"фэнтези, боевик"
804150,Кокаиновый медведь,32500000,88314672,2023-02-22,6.0,2462,7.0738,en,"триллер, комедия, криминал"
1248228,Hævn,7117500,18505500,2016-03-14,10.0,1,8.9117,da,"ужасы, триллер"
9397,Эволюция,80000000,98376292,2001-06-08,6.115,2508,7.998,en,"комедия, фантастика, боевик"
565,Звонок,48000000,249348933,2002-10-18,6.706,6721,8.0837,en,"ужасы, детектив"
4513,30 дней ночи,30000000,80276156,2007-10-17,6.437,3092,7.9698,en,"ужасы, триллер"
54138,Стартрек: Возмездие,190000000,467381584,2013-05-05,7.324,9712,7.652,en,"боевик, приключения, фантастика"
165,Назад в будущее 2,40000000,332000000,1989-11-22,7.783,14017,9.5313,en,"приключения, комедия, фантастика"
82695,Отверженные,61000000,442636309,2012-12-18,7.303,5599,8.3728,en,"история, драма"
9377,Выходной день Ферриса Бьюллера,6000000,70100000,1986-06-11,7.569,5418,7.5359,en,комедия
337339,Форсаж 8,250000000,1236000000,2017-04-12,6.853,10854,8.2915,en,"боевик, криминал, триллер"
5503,Беглец,44000000,353808222,1993-08-06,7.483,4822,8.4923,en,"боевик, триллер, драма"
1285965,Хищные твари,2000000,9207791,2025-06-05,6.47,607,8.4914,en,"ужасы, триллер"
898704,Повелитель пустыни,150000000,742066,2026-04-23,5.7,23,8.4848,en,"история, военный, боевик, драма"
1087891,Новичок,60000000,96000836,2025-04-09,6.931,1643,8.481,en,"триллер, боевик"
1023922,Максин XXX,10000000,22057160,2024-07-04,6.3,1529,8.4802,en,"ужасы, триллер"
9390,Джерри Магуайер,50000000,273600000,1996-12-13,6.996,3759,8.4645,en,"комедия, драма, мелодрама"
83542,Облачный атлас,102000000,130482868,2012-10-26,6.896,7554,8.4612,en,"драма, фантастика"
9982,Цыплёнок цыпа,150000000,314400000,2005-11-04,5.9,4181,8.454,en,"мультфильм, семейный, комедия"
82675,Заложница 2,45000000,376100000,2012-09-27,6.367,7143,8.4491,en,"боевик, криминал, триллер"
312221,Крид: Наследие Рокки,37000000,173600000,2015-11-25,7.408,8003,8.4311,en,драма
11153,Каникулы,15000000,61418063,1983-07-29,7.1,1747,8.424,en,"комедия, приключения"
22970,Хижина в лесу,30000000,71038838,2012-04-12,6.654,8629,8.4234,en,"ужасы, детектив, комедия"
11528,Площадка,7000000,34348444,1993-04-07,7.564,1336,8.4231,en,"семейный, комедия, драма"
1714672,Vulvitis,350000,2000,2026-03-09,10.0,1,8.414,fr,"драма, криминал, мелодрама"
256274,Париж: Город мёртвых,5000000,41898409,2014-08-14,6.745,3878,8.4031,en,"ужасы, триллер"
648878,Эддингтон,25000000,13738227,2025-07-16,6.445,844,8.401,en,"вестерн, комедия, криминал"
331482,Маленькие Женщины,40000000,332103783,2019-12-25,7.851,6871,8.3927,en,"драма, мелодрама"
937287,Претенденты,55000000,94182533,2024-04-18,6.9,2717,8.3511,en,"драма, мелодрама"
316029,Величайший шоумен,84000000,459066134,2017-12-20,7.858,10096,8.3393,en,драма
753342,Наполеон,165000000,222435664,2023-11-22,6.306,3137,8.339,en,"история, военный, мелодрама, боевик, драма"
530254,Ведьма,5500000,24340302,2018-06-27,7.922,761,8.3353,ko,"боевик, фантастика"
72559,G.I. Joe: Бросок кобры 2,130000000,371900000,2013-03-27,5.659,5804,8.3329,en,"боевик, фантастика, приключения, триллер"
81005,Джек - покоритель великанов,195000000,197700000,2013-02-27,5.895,5269,8.3286,en,"фэнтези, боевик, приключения, драма"
804,Римские каникулы,1500000,12000000,1953-08-26,7.9,2284,8.3153,en,"мелодрама, комедия, драма"
324849,ЛЕГО Фильм: Бэтмен,80000000,311950384,2017-02-08,7.25,5453,8.3084,en,"мультфильм, боевик, комедия, семейный"
27582,Механик,40000000,51070807,2011-01-13,6.54,3627,8.3026,en,"боевик, триллер, криминал"
1712166,PRETTY KIND,750,200,2026-01-05,0.0,0,8.302,en,"триллер, ужасы"
599,Сансет бульвар,1752000,5000000,1950-08-10,8.273,2955,8.3016,en,драма
7551,Дежавю,75000000,180557550,2006-11-22,6.89,5328,8.2945,en,"боевик, триллер, фантастика"
337339,Форсаж 8,250000000,1236000000,2017-04-12,6.853,10854,8.2915,en,"боевик, криминал, триллер"
629176,Самаритянин,100000000,75000000,2022-08-25,6.653,2217,8.2873,en,"фантастика, криминал, боевик"
11619,Смывайся,149000000,178120010,2006-10-22,6.331,4122,8.2815,en,"приключения, мультфильм, комедия, семейный"
10585,Детские игры,9000000,44196684,1988-11-09,6.759,3380,8.2795,en,ужасы
157350,Дивергент,85000000,288885818,2014-03-14,6.905,13535,8.2762,en,"боевик, приключения, фантастика"
534,Терминатор: Да придёт спаситель,200000000,371353001,2009-05-20,6.092,7088,8.2708,en,"боевик, фантастика, триллер"
765,Зловещие мертвецы 2,3500000,10900000,1987-03-13,7.545,3519,8.2704,en,"ужасы, комедия, фэнтези"
6075,Путь Карлито,30000000,63848322,1993-11-10,7.827,3501,8.2618,en,"криминал, драма, триллер"
661374,Достать ножи: Стеклянная луковица,40000000,15000000,2022-11-23,7.03,6907,8.2546,en,"комедия, криминал, детектив"
274857,Меч короля Артура,175000000,149175066,2017-05-10,6.558,6085,8.5213,en,"боевик, драма, фэнтези"
9919,Как отделаться от парня за 10 дней,50000000,177500000,2003-02-07,6.9,4507,8.5696,en,"комедия, мелодрама"
335360,My Little Pony в кино,6000000,61294644,2017-10-05,7.275,423,9.2855,en,"семейный, мультфильм, приключения, фэнтези"
290250,Славные парни,50000000,71261763,2016-05-15,7.132,8722,8.1683,en,"комедия, криминал, боевик"
1576870,Eco-Killer,10,15,2025-10-03,0.0,0,9.0378,pt,
957,Космические яйца,22700000,38120460,1987-06-24,6.874,3432,7.6928,en,"комедия, фантастика"
1623966,Hairscare,10,4000,2025-05-31,10.0,1,7.7313,en,ужасы
619,Телохранитель,25000000,411006740,1992-11-25,6.7,3265,7.3933,en,"боевик, драма, мелодрама"
458576,Охотник на монстров,60000000,42145959,2020-12-03,6.51,3592,7.4424,en,"боевик, фэнтези, приключения"
9655,Она - мужчина,20000000,57194667,2006-03-17,6.816,3311,8.3869,en,"комедия, мелодрама"
21484,Одержимая,2400000,1200000,1981-05-27,7.318,1343,10.6387,en,ужасы
417859,Кот в сапогах,130000000,554987477,2011-10-27,6.608,4623,8.0726,en,"боевик, приключения, мультфильм, комедия, семейный"
2270,Звёздная пыль,70000000,137500000,2007-08-10,7.3,4478,7.7176,en,"приключения, фэнтези, мелодрама, семейный"
27576,Солт,110000000,293329073,2010-07-21,6.42,5964,7.0964,en,"боевик, детектив, триллер"
646380,Не смотрите наверх,75000000,791863,2021-12-08,7.062,9421,8.7466,en,"комедия, фантастика, драма"
36643,007: И целого мира мало,135000000,361832400,1999-11-17,6.288,3291,7.072,en,"приключения, боевик, триллер"
7220,Каратель,33000000,54700105,2004-04-15,6.378,3178,8.1761,en,"боевик, криминал, драма"
9023,Спирит: Душа прерий,80000000,122563539,2002-05-24,7.702,4943,8.0385,en,"мультфильм, приключения, семейный, драма, вестерн"
4977,Паприка,2600000,946590,2006-10-01,7.814,2896,7.961,ja,"мультфильм, фантастика, триллер"
308266,Парни со стволами,50000000,86234523,2016-08-18,6.945,5520,7.3748,en,"комедия, криминал, драма"
